"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL5077301";"";"";"Unknown";"";"754.80";"3";"3";"5.51";"160.89";"14";"1";"3";"12";"N";"0.17";"11.44";"8.46";"5.06";"3.95";"7";"MOL";"-1";"56";"15";"1";"3";"754.2863";"-1.16";"NEUTRAL";"C41H38N8O7";"COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5cc(-n6ccnc6)ccc5o4)n3)cc1)CC2";"POILDAQOHMNGEW-UHFFFAOYSA-N"
"CHEMBL5072129";"";"";"Unknown";"";"432.50";"6";"8";"3.80";"89.60";"6";"2";"0";"3";"N";"0.77";"None";"7.41";"3.65";"3.35";"2";"MOL";"-1";"30";"6";"3";"0";"432.1432";"-0.93";"NEUTRAL";"C21H22F2N4O2S";"C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cc4c(cn3)OCCC4)ccc2F)[C@H]1F";"LTQMLVAKQYOIKN-NHTJXEOOSA-N"
"CHEMBL343262";"";"";"Small molecule";"";"493.65";"3";"4";"6.05";"58.56";"4";"2";"1";"14";"N";"0.17";"None";"9.42";"6.54";"4.54";"4";"MOL";"-1";"37";"4";"2";"1";"493.2617";"-0.28";"BASE";"C33H35NO3";"O=C(CCc1ccccc1)c1ccccc1OCC(O)CNCCC(c1ccccc1)c1ccccc1";"BSYXRZZXKDWSGO-UHFFFAOYSA-N"
"CHEMBL5171374";"";"";"";"";"387.39";"7";"9";"1.51";"140.22";"7";"5";"0";"5";"N";"0.49";"3.71";"None";"1.61";"-1.76";"2";"MOL";"0";"28";"8";"5";"0";"387.1318";"1.20";"ACID";"C20H21NO7";"C[C@@H](O)[C@@H]1CCc2c3c4c(c(O)c(O)c(C[C@@H](O)CC(=O)O)c4n21)C(=O)C=C3";"FDYNSDOODQSYRY-LNLATYFQSA-N"
"CHEMBL2205216";"";"";"Small molecule";"";"466.55";"4";"4";"3.60";"100.03";"7";"1";"0";"6";"N";"0.46";"12.78";"5.79";"2.97";"2.96";"4";"MOL";"-1";"35";"9";"1";"0";"466.2230";"-1.98";"NEUTRAL";"C26H26N8O";"CN(CCc1ccccn1)c1nc(-c2ccncc2)nc2c1CN(C(=O)Nc1ccncc1)CC2";"RGKAOJYFEUDHPV-UHFFFAOYSA-N"
"CHEMBL1088023";"";"";"Small molecule";"";"531.60";"1";"2";"3.86";"101.99";"10";"0";"1";"16";"N";"0.18";"None";"9.69";"3.67";"1.40";"2";"MOL";"-1";"38";"10";"0";"1";"531.2468";"-0.02";"BASE";"C28H37NO9";"COc1ccc(/C=C/C(=O)OCCCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC";"GJVBVKZFYFUINR-ZRDIBKRKSA-N"
"CHEMBL2449370";"";"";"Small molecule";"";"479.62";"1";"1";"5.66";"58.56";"4";"2";"1";"13";"N";"0.24";"None";"9.37";"6.17";"4.22";"4";"MOL";"-1";"36";"4";"2";"1";"479.2460";"-0.29";"BASE";"C32H33NO3";"O=C(CCc1ccccc1)c1ccccc1OC[C@H](O)CNCC(c1ccccc1)c1ccccc1";"FMIVAZYAYOFSEE-MUUNZHRXSA-N"
"CHEMBL4076457";"";"";"Small molecule";"";"503.54";"1";"2";"4.37";"98.78";"7";"2";"1";"11";"N";"0.44";"13.90";"None";"3.46";"3.46";"2";"MOL";"-1";"34";"8";"2";"1";"503.1702";"-0.94";"NEUTRAL";"C22H28F3N3O5S";"COc1cc(C(=O)NC(c2nc(C(=O)NCCCC(F)(F)F)cs2)C(C)C)cc(OC)c1OC";"VLHKAHYVEXDOMS-UHFFFAOYSA-N"
"CHEMBL2181050";"";"";"Small molecule";"";"656.73";"3";"10";"3.83";"168.80";"12";"1";"2";"6";"N";"0.27";"13.52";"None";"3.96";"3.96";"1";"MOL";"-1";"47";"12";"1";"2";"656.2833";"2.06";"NEUTRAL";"C35H44O12";"CC(=O)O[C@@H]1[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@H](C)[C@H](OC(=O)c3ccccc3)/C2=C/[C@](C)(O)[C@H]1OC(C)=O";"MGQBTBLHNLYVIS-FRUPGSIESA-N"
"CHEMBL3355364";"";"";"Small molecule";"";"446.57";"3";"4";"5.94";"35.42";"4";"1";"1";"11";"N";"0.29";"None";"10.29";"6.53";"3.80";"4";"MOL";"-1";"33";"4";"1";"1";"446.2370";"-0.66";"BASE";"C28H31FN2O2";"COc1ccc(CCNCCCCc2cn(-c3ccc(F)cc3)c3ccccc23)cc1OC";"CEDSGBYFMAOKAT-UHFFFAOYSA-N"
"CHEMBL3596578";"";"";"Small molecule";"";"426.47";"4";"10";"4.39";"92.04";"7";"0";"0";"4";"N";"0.41";"None";"None";"5.24";"5.24";"2";"MOL";"-1";"31";"7";"0";"0";"426.1679";"2.14";"NEUTRAL";"C24H26O7";"C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)/C(C)=C/C";"PNTWXEIQXBRCPS-FNCQTZNRSA-N"
"CHEMBL480";"LANSOPRAZOLE";"A-65006|AG-1749|AGOPTON|LANSOPRAZOLE|LANSOX|LANZOPRAZOLE|LANZOR|LIMPIDEX|NSC-758638|OGAST|OGASTORO|OPIREN|PREVACID 24 HR|PREVACID IV|PREVONCO|Prevacid|Prevacid Delayed Release|Prevacid SoluTab|TAKEPRON|ZOTON";"Small molecule";"4.0";"369.37";"215";"952";"3.52";"73.86";"4";"1";"0";"5";"N";"0.70";"9.35";"4.16";"3.03";"3.03";"3";"MOL";"0";"25";"5";"1";"0";"369.0759";"-0.96";"NEUTRAL";"C16H14F3N3O2S";"Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1";"MJIHNNLFOKEZEW-UHFFFAOYSA-N"
"CHEMBL4159327";"";"";"Small molecule";"";"342.36";"5";"7";"4.95";"80.95";"5";"1";"0";"4";"N";"0.42";"None";"3.58";"5.67";"5.67";"4";"MOL";"-1";"26";"6";"1";"0";"342.1117";"-1.63";"NEUTRAL";"C20H14N4O2";"O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccccc3)c2c1";"DIOVOHNEDFKJRJ-UHFFFAOYSA-N"
"CHEMBL3298518";"";"";"Small molecule";"";"481.60";"5";"6";"3.95";"93.35";"6";"1";"0";"4";"N";"0.61";"13.74";"7.54";"2.96";"2.58";"3";"MOL";"-1";"36";"7";"1";"0";"481.2478";"-0.19";"NEUTRAL";"C29H31N5O2";"N#CC1(c2ccncn2)CCN(Cc2cc3c(c4ccccc24)CN([C@H]2CCCC[C@@H]2O)C3=O)CC1";"FURCLHXITRKOQZ-UIOOFZCWSA-N"
"CHEMBL2449425";"";"";"Small molecule";"";"379.50";"1";"1";"3.51";"49.77";"4";"1";"0";"7";"N";"0.80";"None";"8.03";"4.04";"3.32";"2";"MOL";"-1";"28";"4";"1";"0";"379.2147";"-0.13";"NEUTRAL";"C24H29NO3";"O=C1c2cccc(OC[C@H](O)CN3CCCCC3)c2C[C@H]1Cc1ccccc1";"DITMQNKAIRJEEF-WOJBJXKFSA-N"
"CHEMBL832";"SULFINPYRAZONE";"ANTURAN|Anturane|NSC-75925|SULFINPYRAZONE|SULPHINPYRAZONE|Sulfinpyrazone";"Small molecule";"4.0";"404.49";"167";"987";"3.80";"63.68";"3";"0";"0";"6";"N";"0.46";"3.86";"None";"3.19";"1.10";"3";"MOL";"0";"29";"5";"0";"0";"404.1195";"0.10";"ACID";"C23H20N2O3S";"O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1";"MBGGBVCUIVRRBF-UHFFFAOYSA-N"
"CHEMBL2141371";"";"";"Small molecule";"";"402.46";"2";"2";"2.96";"79.77";"7";"0";"0";"3";"N";"0.52";"None";"3.83";"2.38";"2.38";"4";"MOL";"-1";"30";"8";"0";"0";"402.1804";"-1.67";"NEUTRAL";"C22H22N6O2";"Cc1nc2cc(-c3ccncc3)nn2c(N2CCN(C(=O)c3ccoc3)CC2)c1C";"NLBIWQGRUGFROS-UHFFFAOYSA-N"
"CHEMBL4091769";"";"";"Small molecule";"";"223.28";"3";"5";"3.30";"32.86";"1";"1";"0";"0";"N";"0.58";"None";"None";"5.23";"5.23";"3";"MOL";"-1";"17";"2";"1";"0";"223.0997";"-0.35";"NEUTRAL";"C15H13NO";"Cc1cc(C)c2[nH]c3ccccc3c(=O)c2c1";"OEIQEJTVRHPXPM-UHFFFAOYSA-N"
"CHEMBL5218766";"";"";"";"";"787.91";"6";"8";"8.87";"122.97";"11";"0";"3";"21";"N";"0.02";"None";"10.08";"8.44";"5.82";"6";"MOL";"0";"58";"11";"0";"3";"787.3356";"0.00";"BASE";"C47H49NO10";"COc1cc(/C=C/C(=O)OCCCCCN(CCCOC(=O)c2c3ccccc3cc3ccccc23)CCCOc2ccc3ccc(=O)oc3c2)cc(OC)c1OC";"FJHCEAFBOXETLM-HEHNFIMWSA-N"
"CHEMBL219916";"DOMPERIDONE";"DOMILIUM|DOMPERIDONE|EVOXIN|MOTILIUM 10|MOTILIUM INSTANTS|Motilium|NSC-299589|NSC-759575|R 33,812|R-33812|VIVADONE";"Small molecule";"4.0";"425.92";"256";"679";"3.35";"78.82";"5";"2";"0";"5";"N";"0.51";"12.52";"7.03";"2.90";"2.75";"4";"MOL";"0";"30";"7";"2";"0";"425.1619";"-1.54";"NEUTRAL";"C22H24ClN5O2";"O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1";"FGXWKSZFVQUSTL-UHFFFAOYSA-N"
"CHEMBL103";"PROGESTERONE";"CYCLOGEST|Crinone|Endometrin|Gesterol|LUTIGEST|MILPROSA|NSC-64377|NSC-9704|PROCHIEVE|PROGESTA-CARE|PROGESTASERT|PROGESTERONE|PROGESTERONE, MICRONIZED|PROGESTERONUM|Progesterone|Progestin|Prometrium|Regumate|SERENITY FOR WOMEN|Syngestrone|U 3672|UTROGESTAN";"Small molecule";"4.0";"314.47";"287";"1496";"4.72";"34.14";"2";"0";"0";"1";"N";"0.70";"None";"None";"4.15";"4.15";"0";"MOL";"0";"23";"2";"0";"0";"314.2246";"2.23";"NEUTRAL";"C21H30O2";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"RJKFOVLPORLFTN-LEKSSAKUSA-N"
"CHEMBL728";"PROCHLORPERAZINE";"COMPRO|Compazine|PROCHLORPERAZINE|PROCHLORPERAZINE MESILATE|PROCHLORPERAZINE MESYLATE|Prochlorperazine|STEMETIL EFF";"Small molecule";"4.0";"373.95";"178";"958";"4.58";"9.72";"4";"0";"0";"4";"N";"0.78";"None";"7.99";"4.38";"3.69";"2";"MOL";"0";"25";"3";"0";"0";"373.1379";"-1.53";"NEUTRAL";"C20H24ClN3S";"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1";"WIKYUJGCLQQFNW-UHFFFAOYSA-N"
"CHEMBL1560";"CAPTOPRIL";"ACEPRIL|APOPRIL|C09AA01|CAPTOMAX|CAPTOMEX|CAPTOPRIL|CAPTOPRILUM|Capoten|ECOPACE|FARCOPRIL|GARRANIL|HYPOPRESS|HYTENEZE 12.5|HYTENEZE 25|HYTENEZE 50|KAPLON|Lopril|MEPHA|NOYADA|NSC-757419|SA-333|SQ -14225|SQ 14,225|SQ-14225|TENSIOMIN|Tensobon|ZAPTO";"Small molecule";"4.0";"217.29";"201";"2755";"0.63";"57.61";"3";"2";"0";"3";"Y";"0.68";"4.02";"None";"0.73";"-2.42";"0";"MOL";"0";"14";"4";"1";"0";"217.0773";"0.11";"ACID";"C9H15NO3S";"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O";"FAKRSMQSSFJEIM-RQJHMYQMSA-N"
"CHEMBL1484";"NICARDIPINE";"NICARDIPINE|NICARDIPINE (STN)|Nicardipine|PERPIDINE";"Small molecule";"4.0";"479.53";"108";"403";"3.68";"111.01";"8";"1";"0";"9";"N";"0.33";"None";"8.10";"3.56";"2.78";"2";"MOL";"0";"35";"9";"1";"0";"479.2056";"-1.11";"NEUTRAL";"C26H29N3O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1";"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"
"CHEMBL134";"CLONIDINE";"CATAPRES-TTS-1|CATAPRES-TTS-2|CATAPRES-TTS-3|CATARPRES-TTS|CLONIDINE|CLONIDINE EXTENDED RELEASE|Catapres|Clorpres|Combipres|Duraclon|NEXICLON XR|ST-155-BS|ST-155BS";"Small molecule";"4.0";"230.10";"192";"1302";"2.36";"36.42";"3";"2";"0";"1";"Y";"0.78";"None";"8.16";"2.49";"1.66";"1";"MOL";"0";"14";"3";"2";"0";"229.0174";"-0.82";"NEUTRAL";"C9H9Cl2N3";"Clc1cccc(Cl)c1NC1=NCCN1";"GJSURZIOUXUGAL-UHFFFAOYSA-N"
"CHEMBL1480";"FELODIPINE";"C08CA02|CABREN|CARDIOPLEN XL|FELODIPINE|FELOGEN XL|FELOTENS XL|FOLPIK XL|H 154/82|H-154/82|KELOC SR|NEOFEL XL|NSC-760343|PARMID XL|PINEFELD XL|PRESLOW|Plendil|VASCALPHA";"Small molecule";"4.0";"384.26";"192";"557";"3.96";"64.63";"5";"1";"0";"4";"N";"0.80";"None";"None";"3.44";"3.44";"1";"MOL";"0";"25";"5";"1";"0";"383.0691";"-0.81";"NEUTRAL";"C18H19Cl2NO4";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl";"RZTAMFZIAATZDJ-UHFFFAOYSA-N"
"CHEMBL458543";"";"";"Small molecule";"";"336.44";"15";"20";"3.00";"45.47";"4";"1";"0";"4";"N";"0.75";"None";"8.37";"3.36";"2.35";"3";"MOL";"-1";"25";"4";"1";"0";"336.1838";"-0.64";"NEUTRAL";"C21H24N2O2";"O=c1c2ccccc2n(CC(O)CN2CCCCC2)c2ccccc12";"MWGWSCYABKNBMU-UHFFFAOYSA-N"
"CHEMBL1231562";"";"";"Small molecule";"";"240.25";"15";"94";"2.26";"87.74";"3";"2";"0";"6";"N";"0.80";"3.87";"None";"2.30";"-3.52";"1";"MOL";"-1";"17";"5";"2";"0";"240.0998";"0.54";"ACID";"C12H16O5";"CCCc1oc(CCC(=O)O)c(C(=O)O)c1C";"WMCQWXZMVIETAO-UHFFFAOYSA-N"
"CHEMBL4850731";"";"";"Unknown";"";"518.03";"20";"73";"5.58";"102.67";"6";"1";"2";"9";"N";"0.29";"3.24";"None";"5.41";"1.98";"3";"MOL";"-1";"35";"7";"1";"2";"517.1326";"-1.09";"ACID";"C26H28ClNO6S";"CC(=O)c1ccc(S(=O)(=O)c2c(C)c(C(=O)O)n(CCCOc3cc(C)c(Cl)c(C)c3)c2C)cc1";"MKUKBCVJQXCFKM-UHFFFAOYSA-N"
"CHEMBL2074865";"";"";"Small molecule";"";"1247.20";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1246.4950";"None";"None";"C50H86O35";"COC[C@@H]1O[C@H]2O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](O[C@H]5[C@H](OC)[C@@H](O)[C@@H](O[C@@H]6[C@@H](O)[C@H](O)[C@H](O[C@@H]7[C@@H](O)[C@H](O)[C@H](O[C@@H]8[C@@H](O)[C@H](O)[C@H](O[C@@H]1[C@@H](O)[C@@H]2O)O[C@H]8COC)O[C@H]7COC)O[C@H]6COC)O[C@@H]5COC)O[C@H]4COC)O[C@H]3COC";"PRKQEKHQSBWPSD-FZINOLCLSA-N"
"CHEMBL42";"CLOZAPINE";"CLOZAPINE|CLOZAPINE (CARACO)|CLOZAPINE (CLOZARIL)|CLOZAPINE (FAZACLO)|CLOZAPINE (IVAX)|CLOZAPINE (MYLAN)|CLOZAPINE (TEVA)|CLOZAPINE (UDL)|CLOZAPINE (VERSACLOZ)|CLOZAPINE RESOLUTION MIXTURE|Clozaril|FAZACLO ODT|Fazaclo|HF 1854|HF-1854|LEPONEX|NSC-757429|VERSACLOZ|ZAPONEX";"Small molecule";"4.0";"326.83";"286";"2504";"3.72";"30.87";"4";"1";"0";"0";"N";"0.80";"None";"7.35";"3.40";"3.12";"2";"MOL";"0";"23";"4";"1";"0";"326.1298";"-0.78";"NEUTRAL";"C18H19ClN4";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"QZUDBNBUXVUHMW-UHFFFAOYSA-N"
"CHEMBL277474";"ANTIPYRINE";"ANTIPYRINE|ANTIPYRINUM|Antipyrin|Antipyrine|NSC-7945|PHENAZONE|Phenazon";"Small molecule";"4.0";"188.23";"146";"804";"1.48";"26.93";"3";"0";"0";"1";"Y";"0.67";"None";"0.49";"1.22";"1.22";"2";"MOL";"0";"14";"3";"0";"0";"188.0950";"-1.13";"NEUTRAL";"C11H12N2O";"Cc1cc(=O)n(-c2ccccc2)n1C";"VEQOALNAAJBPNY-UHFFFAOYSA-N"
"CHEMBL4284762";"";"";"Small molecule";"";"238.42";"8";"9";"3.13";"6.48";"2";"0";"0";"5";"N";"0.68";"None";"9.08";"3.61";"1.92";"0";"MOL";"-1";"17";"2";"0";"0";"238.2409";"-0.97";"BASE";"C15H30N2";"CCCCCN1CCN(C2CCCCC2)CC1";"RMDBBSIXVQMZGI-UHFFFAOYSA-N"
"CHEMBL3330510";"";"";"Small molecule";"";"524.05";"6";"9";"6.65";"92.31";"8";"1";"2";"8";"N";"0.18";"None";"2.07";"7.66";"7.66";"5";"MOL";"-1";"37";"7";"1";"2";"523.1346";"-2.29";"NEUTRAL";"C28H22ClN7S";"Cc1cccc(Nc2nc(SCc3cn(Cc4ccccc4Cl)nn3)nc(-c3ccccc3)c2C#N)c1";"LYOPPPKNNKZLRZ-UHFFFAOYSA-N"
"CHEMBL3401098";"";"";"Small molecule";"";"694.78";"6";"7";"5.54";"191.09";"14";"3";"3";"13";"N";"0.10";"10.84";"3.86";"5.54";"5.54";"5";"MOL";"-1";"50";"15";"3";"3";"694.2434";"-1.80";"NEUTRAL";"C34H34N10O5S";"COc1cc(-c2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(Nc3ccc(C(C)C)cc3)c2C#N)cc(OC)c1OC";"JPEZAKJLFYIEPU-UHFFFAOYSA-N"
"CHEMBL3085951";"";"";"Small molecule";"";"529.04";"3";"3";"4.88";"76.46";"5";"1";"1";"6";"N";"0.39";"None";"4.72";"3.46";"3.46";"4";"MOL";"-1";"38";"7";"1";"1";"528.1928";"-1.30";"NEUTRAL";"C30H29ClN4O3";"O=C(NCC1COc2cnccc21)C1CCN(C(=O)c2cc3ccccc3n2Cc2ccc(Cl)cc2)CC1";"MDEMSMNZGNILAJ-UHFFFAOYSA-N"
"CHEMBL214448";"";"";"Small molecule";"";"618.72";"1";"2";"3.80";"114.46";"12";"0";"2";"20";"N";"0.12";"None";"9.26";"3.53";"1.67";"2";"MOL";"-1";"44";"12";"0";"2";"618.3152";"-0.01";"BASE";"C32H46N2O10";"COc1cc(/C=C/C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC";"JCJUTQZXHFVSEU-VAWYXSNFSA-N"
"CHEMBL229402";"";"";"Small molecule";"";"476.43";"6";"22";"5.80";"6.48";"2";"0";"1";"4";"N";"0.55";"None";"4.68";"4.73";"4.73";"3";"MOL";"-1";"25";"2";"0";"1";"349.1733";"-0.38";"NEUTRAL";"C22H25IN2S";"Cc1cc(-c2ccc(N(C)C)cc2)cc(-c2ccc(N(C)C)cc2)[s+]1.[I-]";"OCFGKGHGZHCPHP-UHFFFAOYSA-M"
"CHEMBL4285913";"";"";"Small molecule";"";"804.90";"4";"6";"8.02";"131.29";"12";"0";"3";"20";"N";"0.07";"None";"5.54";"6.95";"6.94";"8";"MOL";"-1";"60";"12";"0";"3";"804.3159";"-0.74";"NEUTRAL";"C48H44N4O8";"O=c1cc(-c2ccccc2)oc2cc(OCCOCCOCCn3cc(CN(CCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)Cc4ccccc4)nn3)ccc12";"CHFFBBULXRPOLU-UHFFFAOYSA-N"
"CHEMBL4473970";"";"";"Unknown";"";"680.79";"5";"15";"4.57";"165.89";"11";"3";"2";"6";"N";"0.22";"12.72";"None";"4.58";"4.58";"2";"MOL";"-1";"49";"11";"3";"2";"680.3197";"1.84";"NEUTRAL";"C38H48O11";"CC(=O)O[C@@H]1C[C@@H](OC(=O)c2ccccc2)/C(C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)[C@H](O)[C@]2(OC(C)=O)[C@H](O)[C@](C)(O)CCC1(C)C";"PRJPXAAZDGNTMY-DPGWUSOLSA-N"
"CHEMBL1916749";"";"";"Small molecule";"";"556.66";"4";"8";"3.89";"93.63";"6";"1";"1";"11";"N";"0.28";"3.58";"7.87";"1.52";"1.43";"3";"MOL";"-1";"41";"9";"1";"1";"556.2686";"-0.83";"ACID";"C32H36N4O5";"COc1ccccc1N1CCN(CCCCN2C(=O)N(CC(=O)O)C(=O)C2(c2ccccc2)c2ccccc2)CC1";"LVRRYACHINQWPP-UHFFFAOYSA-N"
"CHEMBL4284487";"";"";"Small molecule";"";"823.87";"4";"8";"8.67";"137.28";"12";"0";"3";"20";"N";"0.07";"None";"0.47";"7.47";"7.47";"8";"MOL";"-1";"61";"12";"0";"3";"823.2905";"-0.53";"NEUTRAL";"C48H42FN3O9";"O=c1cc(-c2ccc(OCCCc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)cc2)oc2cc(F)ccc12";"RXBKGGVFTVIBRI-UHFFFAOYSA-N"
"CHEMBL71";"CHLORPROMAZINE";"AMINAZINE|CHLORPROMAZINE|CHLORPROMAZINE HIBENZATE|CHLORPROMAZINE PHENOLPHTHALINATE|CHLORPROMAZINE TANNATE|CHLORPROMAZINUM|Chlorpromazine|ESMIND|Elmarin|FENACTIL|J2.794D|LARGACTILOTHIAZINE|Largactil|Megaphen|NOVOMAZINA|NSC-167745|NSC-226514|PROPAPHENIN|SANOPRON|SKF-2601A|Sonazine|Thorazine|WINTERMIN";"Small molecule";"4.0";"318.87";"269";"3226";"4.89";"6.48";"3";"0";"0";"4";"N";"0.79";"None";"9.20";"4.54";"2.74";"2";"MOL";"0";"21";"2";"0";"0";"318.0957";"-1.54";"BASE";"C17H19ClN2S";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21";"ZPEIMTDSQAKGNT-UHFFFAOYSA-N"
"CHEMBL2372496";"";"";"Protein";"";"1188.61";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"-1";"None";"None";"None";"None";"1187.8257";"None";"None";"C61H109N11O12";"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"FWMBRFVXLUJFCT-RDFLTYHNSA-N"
"CHEMBL2449491";"";"";"Small molecule";"";"396.53";"1";"1";"3.46";"53.01";"5";"1";"0";"8";"N";"0.69";"None";"6.80";"4.23";"4.13";"2";"MOL";"-1";"29";"5";"1";"0";"396.2413";"-1.21";"NEUTRAL";"C24H32N2O3";"CCC(=O)c1ccc(OC[C@H](O)CN2CCN(c3cccc(C)c3C)CC2)cc1";"ZWUWWEKCQQQODD-OAQYLSRUSA-N"
"CHEMBL1829524";"";"";"Small molecule";"";"568.62";"2";"11";"4.51";"127.57";"10";"0";"1";"6";"N";"0.36";"None";"None";"4.40";"4.40";"2";"MOL";"-1";"41";"10";"0";"1";"568.2308";"1.92";"NEUTRAL";"C31H36O10";"CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](C)[C@@]23C[C@@H](C[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccoc1)C(C)(C)O3";"IXQAMDNZYHTXQB-PEXYCDPUSA-N"
"CHEMBL3237951";"";"";"Small molecule";"";"408.49";"3";"4";"5.09";"46.15";"5";"0";"1";"10";"N";"0.47";"None";"None";"5.45";"5.45";"3";"MOL";"-1";"30";"5";"0";"1";"408.1937";"-0.17";"NEUTRAL";"C25H28O5";"COc1ccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)cc1OC";"LEJVEIYGKMOKQX-UHFFFAOYSA-N"
"CHEMBL4070566";"";"";"Small molecule";"";"527.66";"1";"2";"5.14";"81.71";"7";"2";"2";"9";"N";"0.44";"12.80";"None";"4.12";"4.12";"2";"MOL";"-1";"35";"7";"2";"2";"527.1724";"-0.70";"NEUTRAL";"C24H31F2N3O4S2";"COc1cc(C(=O)NC(c2nc(C(=S)NC3CCC(F)(F)CC3)cs2)C(C)C)cc(OC)c1OC";"VPVROOPFRDSRPX-UHFFFAOYSA-N"
"CHEMBL2062804";"";"CEP-33779";"Small molecule";"";"462.58";"19";"46";"3.30";"82.84";"8";"1";"0";"5";"N";"0.49";"11.26";"7.93";"3.73";"3.08";"4";"MOL";"-1";"33";"8";"1";"0";"462.1838";"-1.72";"NEUTRAL";"C24H26N6O2S";"CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1";"RFZKSQIFOZZIAQ-UHFFFAOYSA-N"
"CHEMBL511882";"";"";"Small molecule";"";"324.31";"41";"50";"2.45";"70.95";"3";"0";"0";"3";"N";"0.32";"None";"1.13";"1.78";"1.78";"3";"MOL";"-1";"24";"5";"0";"0";"324.0910";"-0.32";"NEUTRAL";"C18H13FN2O3";"Cc1c(C(=O)/C=C/c2ccc(F)cc2)[n+]([O-])c2ccccc2[n+]1[O-]";"OINVCKBTCNIWEK-DHZHZOJOSA-N"
"CHEMBL3582152";"";"";"Small molecule";"";"598.65";"3";"5";"4.98";"109.37";"11";"0";"2";"13";"N";"0.25";"None";"None";"4.47";"4.47";"3";"MOL";"-1";"43";"11";"0";"2";"598.2414";"0.96";"NEUTRAL";"C32H38O11";"COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)CCc1cc(OC)c(OC)c(OC)c1)C2";"NMYHLQAELGNFJE-PQHLKRTFSA-N"
