"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2170687";"";"";"Small molecule";"";"357.79";"4";"4";"3.93";"68.53";"4";"1";"0";"4";"N";"0.77";"3.79";"None";"3.53";"0.26";"3";"MOL";"-1";"25";"5";"1";"0";"357.0768";"-0.66";"ACID";"C19H16ClNO4";"COc1ccc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c2c1";"BHDFWIHNHCVURQ-UHFFFAOYSA-N"
"CHEMBL2088069";"";"";"Small molecule";"";"582.65";"6";"10";"6.08";"107.98";"10";"0";"2";"9";"N";"0.32";"None";"None";"6.13";"6.13";"2";"MOL";"-1";"42";"10";"0";"2";"582.2465";"0.21";"NEUTRAL";"C32H38O10";"COc1cc(COC(=O)C2CCCCC2)c(-c2c(COC(=O)C3CCCCC3)cc(OC)c3c2OCO3)c2c1OCO2";"WYMXDBJERAAOPC-UHFFFAOYSA-N"
"CHEMBL372351";"";"";"Small molecule";"";"853.92";"2";"3";"3.74";"221.29";"14";"4";"2";"10";"N";"0.13";"11.90";"None";"3.54";"3.54";"3";"MOL";"-1";"62";"15";"4";"2";"853.3310";"1.87";"NEUTRAL";"C47H51NO14";"CC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O";"RCINICONZNJXQF-LOQTUHTGSA-N"
"CHEMBL4472875";"";"";"Unknown";"";"399.49";"3";"5";"4.81";"50.38";"4";"1";"0";"5";"N";"0.52";"12.10";"7.69";"4.33";"3.86";"4";"MOL";"-1";"30";"5";"1";"0";"399.1947";"-0.98";"NEUTRAL";"C25H25N3O2";"COc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc4[nH]ncc4c3)cc1)CC2";"SCTMZZSQEUTJKO-UHFFFAOYSA-N"
"CHEMBL3676178";"";"";"Small molecule";"";"359.44";"3";"4";"2.95";"64.66";"7";"0";"0";"3";"N";"0.56";"None";"3.39";"3.00";"3.00";"4";"MOL";"-1";"27";"7";"0";"0";"359.1858";"-1.55";"NEUTRAL";"C20H21N7";"Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CCC5)c34)cnn2C)cc1";"SCCSYDABXJGYAW-UHFFFAOYSA-N"
"CHEMBL405372";"";"";"Small molecule";"";"395.54";"2";"5";"4.97";"30.93";"4";"0";"0";"7";"N";"0.66";"None";"8.30";"5.17";"4.21";"2";"MOL";"-1";"29";"4";"0";"0";"395.2460";"-0.22";"NEUTRAL";"C25H33NO3";"COc1ccc2c(c1)C(CCCN1CCc3cc(OC)c(OC)cc3C1)CCC2";"CRXITWCKFZMSFG-UHFFFAOYSA-N"
"CHEMBL1165132";"";"";"Small molecule";"";"401.85";"2";"3";"6.59";"55.49";"4";"1";"1";"4";"N";"0.37";"9.32";"0.61";"5.82";"5.81";"5";"MOL";"-1";"29";"4";"1";"1";"401.0819";"-0.24";"NEUTRAL";"C24H16ClNO3";"Oc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccc(Cl)cc4)c3c2c1";"YYAKDMWHJRPSLL-UHFFFAOYSA-N"
"CHEMBL4290896";"";"";"Small molecule";"";"687.72";"4";"6";"7.46";"118.82";"10";"0";"2";"15";"N";"0.10";"None";"0.48";"6.37";"6.37";"7";"MOL";"-1";"51";"10";"0";"2";"687.2381";"-0.73";"NEUTRAL";"C40H34FN3O7";"O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12";"ACTUKRWKENIPCH-UHFFFAOYSA-N"
"CHEMBL338678";"";"";"Small molecule";"";"399.52";"2";"2";"2.60";"76.26";"7";"2";"0";"9";"N";"0.43";"None";"9.98";"2.36";"-0.14";"3";"MOL";"-1";"28";"6";"2";"0";"399.1617";"-1.13";"BASE";"C21H25N3O3S";"CCCNCC(O)Cn1c(C)c(C(=O)c2cccs2)c(=O)n1-c1ccccc1";"JCKJIYACBBECQA-UHFFFAOYSA-N"
"CHEMBL1831157";"";"";"Small molecule";"";"364.49";"8";"11";"4.50";"26.63";"4";"0";"0";"7";"N";"0.58";"None";"8.32";"4.34";"3.37";"3";"MOL";"-1";"27";"4";"0";"0";"364.2151";"-0.96";"NEUTRAL";"C23H28N2O2";"COc1cc2c(cc1OC)CN(CCCCn1ccc3ccccc31)CC2";"HDRNEAMIVJIRBJ-UHFFFAOYSA-N"
"CHEMBL96597";"";"";"Small molecule";"";"458.60";"4";"12";"4.37";"53.01";"5";"1";"0";"10";"N";"0.46";"None";"6.74";"5.29";"5.21";"3";"MOL";"-1";"34";"5";"1";"0";"458.2569";"-0.93";"NEUTRAL";"C29H34N2O3";"Cc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccccc2)CC1";"LEJULLXRCKWRTM-UHFFFAOYSA-N"
"CHEMBL4589907";"";"";"Unknown";"";"1214.30";"6";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1213.4433";"None";"None";"C69H63N7O14";"COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CN(Cc5ccccc5)Cc5cn(CCOCCOc6ccc(-c7oc8ccccc8c(=O)c7OCc7cccc(C(=O)OC)c7)cc6)nn5)nn4)cc3)oc3ccccc3c2=O)c1";"XWGYUGFXKPAXLC-UHFFFAOYSA-N"
"CHEMBL156463";"";"";"Small molecule";"";"370.41";"4";"4";"3.74";"61.19";"5";"0";"0";"5";"N";"0.50";"None";"0.29";"4.07";"4.07";"4";"MOL";"-1";"28";"5";"0";"0";"370.1317";"-0.88";"NEUTRAL";"C23H18N2O3";"Cn1c(=O)c(COc2ccc(C(=O)c3ccccc3)cc2)nc2ccccc21";"QGFCOWFVPKCCGN-UHFFFAOYSA-N"
"CHEMBL2347203";"";"";"Small molecule";"";"353.36";"9";"54";"2.29";"113.39";"6";"2";"0";"3";"N";"0.88";"13.93";"6.98";"2.06";"1.92";"2";"MOL";"-1";"26";"7";"3";"0";"353.1288";"-1.55";"NEUTRAL";"C18H16FN5O2";"C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1";"ZTXUJRWOHXVUAT-SFHVURJKSA-N"
"CHEMBL1651099";"ALSTOLUCINE A";"Alstolucine A";"Small molecule";"";"412.49";"3";"5";"3.06";"77.10";"7";"1";"0";"4";"N";"0.76";"13.98";"9.97";"2.25";"-0.27";"1";"MOL";"-1";"30";"7";"1";"0";"412.1998";"1.56";"BASE";"C23H28N2O5";"CCOC(=O)O[C@H](C)[C@H]1CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14";"BPXHFWZHURFHEN-KBHVJUHDSA-N"
"CHEMBL161663";"";"";"Small molecule";"";"376.29";"8";"10";"4.84";"57.18";"4";"3";"0";"7";"N";"0.52";"10.40";"8.96";"4.34";"2.95";"3";"MOL";"-1";"25";"4";"3";"0";"375.0905";"-1.03";"BASE";"C19H19Cl2N3O";"Oc1cc(NCCCNCc2cc(Cl)cc(Cl)c2)nc2ccccc12";"DOYVWGPTNKAQGR-UHFFFAOYSA-N"
"CHEMBL1076854";"";"";"Small molecule";"";"587.71";"1";"2";"5.42";"101.99";"10";"0";"2";"20";"N";"0.11";"None";"10.27";"5.59";"2.82";"2";"MOL";"-1";"42";"10";"0";"2";"587.3094";"0.01";"BASE";"C32H45NO9";"COc1ccc(/C=C/C(=O)OCCCCCN(C)CCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC";"BLJNIMUHQACEHQ-JQIJEIRASA-N"
"CHEMBL3612148";"";"";"Small molecule";"";"487.55";"3";"4";"3.04";"54.34";"5";"1";"0";"7";"N";"0.56";"10.72";"9.78";"4.36";"2.26";"3";"MOL";"-1";"34";"5";"1";"0";"487.1541";"-1.30";"BASE";"C25H24F3N3O2S";"CCN(CC)CCCn1c(=O)/c(=C/c2ccc(F)cc2F)s/c1=C1/C(=O)Nc2cc(F)ccc21";"HUUOUOGQYUAPIG-GIFUDHFJSA-N"
"CHEMBL452133";"";"";"Small molecule";"";"738.66";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"594.1147";"None";"None";"C30H32F6N3OPS2Se";"C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCOCC4)s3)c3cc4c5c(c3[se]c-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F";"NEGYIBYUVJZDAO-UHFFFAOYSA-N"
"CHEMBL148201";"";"";"Small molecule";"";"543.71";"3";"4";"7.21";"58.56";"4";"2";"2";"14";"N";"0.11";"None";"9.42";"7.53";"5.53";"5";"MOL";"-1";"41";"4";"2";"2";"543.2773";"-0.34";"BASE";"C37H37NO3";"O=C(CCc1cccc2ccccc12)c1ccccc1OCC(O)CNCCC(c1ccccc1)c1ccccc1";"AWALKBINULQLLD-UHFFFAOYSA-N"
"CHEMBL147496";"";"";"Small molecule";"";"367.49";"3";"4";"3.73";"49.77";"4";"1";"0";"9";"N";"0.69";"None";"8.07";"3.89";"3.14";"2";"MOL";"-1";"27";"4";"1";"0";"367.2147";"-0.70";"NEUTRAL";"C23H29NO3";"O=C(CCc1ccccc1)c1ccc(OCC(O)CN2CCCCC2)cc1";"IHCSOZZNVAFSOX-UHFFFAOYSA-N"
"CHEMBL155787";"";"";"Small molecule";"";"316.36";"4";"4";"3.67";"44.12";"4";"0";"0";"3";"N";"0.58";"None";"0.29";"3.60";"3.60";"4";"MOL";"-1";"24";"4";"0";"0";"316.1212";"-0.93";"NEUTRAL";"C20H16N2O2";"Cn1c(=O)c(COc2cccc3ccccc23)nc2ccccc21";"PTLUQJYGSBHGCK-UHFFFAOYSA-N"
"CHEMBL567794";"";"";"Small molecule";"";"639.77";"2";"4";"5.81";"88.18";"6";"1";"2";"9";"N";"0.30";"12.40";"6.14";"5.93";"5.90";"3";"MOL";"-1";"47";"8";"1";"2";"639.3108";"-1.41";"NEUTRAL";"C38H42FN3O5";"COC(=O)c1cccc(NC(=O)COc2ccc(C34CC5CC(CC(C(=O)N6CCN(Cc7ccc(F)cc7)CC6)(C5)C3)C4)cc2)c1";"GQQPPOYHZAGIAN-UHFFFAOYSA-N"
"CHEMBL2325881";"";"";"Small molecule";"";"349.43";"1";"2";"4.26";"38.77";"4";"0";"0";"6";"N";"0.73";"None";"None";"4.22";"4.22";"2";"MOL";"-1";"26";"4";"0";"0";"349.1678";"-0.21";"NEUTRAL";"C22H23NO3";"CCOC(=O)C1=CN(Cc2ccccc2)C=CC1c1ccccc1OC";"NSLHHIOAGBEZAM-UHFFFAOYSA-N"
"CHEMBL224611";"";"";"Small molecule";"";"561.63";"1";"4";"3.86";"111.22";"11";"0";"2";"17";"N";"0.16";"None";"9.69";"3.51";"1.25";"2";"MOL";"-1";"40";"11";"0";"2";"561.2574";"0.01";"BASE";"C29H39NO10";"COc1cc(/C=C/C(=O)OCCCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC";"WDPCLEPHZATCPH-ZHACJKMWSA-N"
"CHEMBL225552";"";"";"Small molecule";"";"673.84";"1";"2";"6.98";"111.22";"11";"0";"3";"25";"N";"0.06";"None";"10.27";"7.22";"4.44";"2";"MOL";"-1";"48";"11";"0";"3";"673.3826";"0.03";"BASE";"C37H55NO10";"COc1cc(/C=C/C(=O)OCCCCCCCN(C)CCCCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC";"YRYZTOKWYPCBPO-VHEBQXMUSA-N"
"CHEMBL146118";"";"";"Small molecule";"";"610.66";"3";"4";"3.38";"147.46";"11";"3";"2";"13";"N";"0.24";"8.83";"5.73";"4.10";"4.08";"3";"MOL";"-1";"44";"12";"3";"2";"610.2526";"-0.21";"NEUTRAL";"C32H38N2O10";"COc1ccc(CCC(=O)c2c(O)cc(OCC(=O)N3CCN(Cc4ccc(OC)c(OC)c4OC)CC3)cc2O)cc1O";"WQPRJCAFEFYJAK-UHFFFAOYSA-N"
"CHEMBL3580679";"";"";"Small molecule";"";"510.54";"3";"5";"4.64";"90.91";"9";"0";"1";"9";"N";"0.38";"None";"None";"4.56";"4.56";"3";"MOL";"-1";"37";"9";"0";"1";"510.1890";"0.98";"NEUTRAL";"C28H30O9";"COc1ccc(C(=O)O[C@@H]2Cc3c(OC)cc(OC)cc3O[C@@H]2c2cc(OC)c(OC)c(OC)c2)cc1";"BCBGTCAABCWHLH-CLJLJLNGSA-N"
"CHEMBL526702";"";"";"Small molecule";"";"698.76";"2";"5";"4.25";"174.87";"13";"0";"2";"7";"N";"0.22";"None";"None";"4.37";"4.37";"1";"MOL";"-1";"50";"13";"0";"2";"698.2938";"2.22";"NEUTRAL";"C37H46O13";"C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1";"CCEJPZNXXDEIOF-YXHNETSESA-N"
"CHEMBL2088076";"";"";"Small molecule";"";"630.60";"6";"10";"5.56";"126.44";"12";"0";"3";"11";"N";"0.19";"None";"None";"5.69";"5.69";"4";"MOL";"-1";"46";"12";"0";"3";"630.1737";"0.18";"NEUTRAL";"C34H30O12";"COc1ccc(C(=O)OCc2cc(OC)c3c(c2-c2c(COC(=O)c4ccc(OC)cc4)cc(OC)c4c2OCO4)OCO3)cc1";"JGSIZYIHJPNOHS-UHFFFAOYSA-N"
"CHEMBL609464";"BALSAMINOSIDE A";"";"Small molecule";"";"634.90";"7";"20";"4.75";"128.84";"8";"5";"1";"8";"N";"0.24";"12.21";"None";"4.20";"4.20";"0";"MOL";"-1";"45";"8";"5";"1";"634.4445";"3.31";"NEUTRAL";"C37H62O8";"COC(C)(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C";"SIFXZLRBHSSMMW-CUSGLKLLSA-N"
"CHEMBL2087759";"";"";"Small molecule";"";"365.38";"3";"5";"6.29";"0.00";"0";"0";"1";"1";"N";"0.54";"None";"None";"5.30";"5.30";"2";"MOL";"-1";"20";"0";"0";"1";"285.1671";"-0.23";"NEUTRAL";"C19H25BrS";"CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)[s+]1.[Br-]";"POAZPZMUZIDXRD-UHFFFAOYSA-M"
"CHEMBL1829527";"";"";"Small molecule";"";"552.62";"2";"11";"4.48";"121.50";"9";"1";"1";"6";"N";"0.31";"13.76";"None";"4.30";"4.30";"2";"MOL";"-1";"40";"9";"1";"1";"552.2359";"2.36";"NEUTRAL";"C31H36O9";"CC(=O)O[C@@H]1C[C@](C)(O)[C@@]23C[C@@H](C[C@H](OC(=O)/C=C/c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccoc1)C(C)(C)O3";"JBCGOQGAFRZPEK-NTFYZVRUSA-N"
"CHEMBL570402";"";"";"Small molecule";"";"651.80";"3";"7";"5.68";"97.41";"7";"1";"2";"10";"N";"0.28";"12.40";"6.47";"5.63";"5.58";"3";"MOL";"-1";"48";"9";"1";"2";"651.3308";"-1.20";"NEUTRAL";"C39H45N3O6";"COC(=O)c1cccc(NC(=O)COc2ccc(C34CC5CC(CC(C(=O)N6CCN(Cc7ccc(OC)cc7)CC6)(C5)C3)C4)cc2)c1";"KLUCUOQHRAOQQT-UHFFFAOYSA-N"
"CHEMBL3094408";"";"";"Small molecule";"";"587.77";"4";"5";"3.33";"103.01";"6";"3";"1";"8";"N";"0.44";"12.43";"8.75";"3.70";"2.33";"2";"MOL";"-1";"43";"9";"3";"1";"587.3472";"-0.42";"BASE";"C34H45N5O4";"CC[C@H](NC)C(=O)N[C@H](C(=O)N1C[C@@H]2Cc3ccccc3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1";"TYXHMZBEDPKUQY-HDFVOGAFSA-N"
"CHEMBL248978";"";"";"Small molecule";"";"388.35";"4";"5";"4.24";"76.14";"5";"2";"0";"6";"N";"0.66";"None";"5.41";"4.50";"4.50";"3";"MOL";"-1";"28";"6";"2";"0";"388.1147";"-1.60";"NEUTRAL";"C19H15F3N4O2";"O=C(Nc1ccc(OC(F)(F)F)cc1)c1cccnc1NCc1ccncc1";"OTNWILINSOEKBG-UHFFFAOYSA-N"
"CHEMBL405348";"";"";"Small molecule";"";"318.42";"2";"3";"5.06";"18.46";"2";"0";"1";"7";"N";"0.61";"None";"None";"5.92";"5.92";"3";"MOL";"-1";"24";"2";"0";"1";"318.1620";"-0.35";"NEUTRAL";"C22H22O2";"COc1ccc(COc2ccccc2CCc2ccccc2)cc1";"ZBDZACPZCBBHPZ-UHFFFAOYSA-N"
"CHEMBL3233493";"";"";"Small molecule";"";"370.47";"1";"2";"4.89";"44.76";"5";"0";"0";"8";"N";"0.29";"None";"None";"4.57";"4.57";"2";"MOL";"-1";"26";"4";"0";"0";"370.1239";"0.00";"NEUTRAL";"C21H22O4S";"COc1cc(C(=O)/C=C/C=C/c2ccccc2SC)cc(OC)c1OC";"NXHTZUNYDKSVAF-TWHYHQCRSA-N"
"CHEMBL2074632";"";"";"Small molecule";"";"517.94";"1";"1";"5.11";"61.80";"6";"0";"2";"5";"N";"0.47";"None";"7.56";"4.37";"3.98";"3";"MOL";"-1";"36";"7";"0";"2";"517.1492";"-1.50";"NEUTRAL";"C25H23ClF3N5O2";"O=C1c2cc(Cl)nnc2Oc2ccc(C(F)(F)F)cc2N1CCCN1CCN(c2ccccc2)CC1";"IVLYLWFIAOFDJF-UHFFFAOYSA-N"
"CHEMBL1829517";"";"";"Small molecule";"";"600.62";"1";"1";"2.59";"168.03";"12";"2";"2";"7";"N";"0.35";"13.52";"None";"1.89";"1.89";"2";"MOL";"-1";"43";"12";"2";"2";"600.2207";"2.43";"NEUTRAL";"C31H36O12";"CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](O)[C@@H]2OC(C)=O";"YIZPOSDEFGHZMH-NNTMNUMBSA-N"
"CHEMBL95119";"";"";"Small molecule";"";"474.60";"4";"12";"4.07";"62.24";"6";"1";"0";"11";"N";"0.42";"None";"6.70";"4.62";"4.54";"3";"MOL";"-1";"35";"6";"1";"0";"474.2519";"-0.87";"NEUTRAL";"C29H34N2O4";"COc1ccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)cc1";"DKKOAQAPFLBSMV-UHFFFAOYSA-N"
"CHEMBL2057229";"";"";"Small molecule";"";"341.41";"1";"1";"1.99";"59.00";"5";"1";"0";"7";"N";"0.78";"None";"5.82";"2.44";"2.43";"2";"MOL";"-1";"25";"5";"1";"0";"341.1627";"-1.12";"NEUTRAL";"C20H23NO4";"O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCOCC1";"GAOVJQOWJLABCV-UHFFFAOYSA-N"
"CHEMBL1215508";"";"";"Small molecule";"";"241.23";"6";"6";"-0.38";"113.13";"5";"1";"0";"2";"N";"0.72";"5.99";"None";"-0.46";"-1.44";"2";"MOL";"-1";"16";"7";"2";"0";"241.0157";"-0.96";"ACID";"C8H7N3O4S";"NS(=O)(=O)c1no[n+]([O-])c1-c1ccccc1";"URWBEJZZFHZFJY-UHFFFAOYSA-N"
"CHEMBL1829523";"";"";"Small molecule";"";"584.62";"1";"1";"3.62";"147.80";"11";"1";"2";"6";"N";"0.39";"12.82";"None";"3.51";"3.51";"2";"MOL";"-1";"42";"11";"1";"2";"584.2258";"2.15";"NEUTRAL";"C31H36O11";"CC(=O)O[C@H]1[C@H](OC(=O)c2ccoc2)[C@@]2(C)[C@@H](OC(=O)c3ccccc3)C[C@@H]3C[C@]2(OC3(C)C)[C@@](C)(O)[C@H]1OC(C)=O";"JYBNSRVOGREIPT-ITGCXVENSA-N"
"CHEMBL467981";"";"";"Small molecule";"";"458.73";"6";"18";"6.28";"60.69";"3";"3";"1";"4";"N";"0.43";"None";"None";"5.33";"5.33";"0";"MOL";"-1";"33";"3";"3";"1";"458.3760";"3.56";"NEUTRAL";"C30H50O3";"C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C";"FDINJVUVNVFMKX-NGPVLLJVSA-N"
"CHEMBL1651185";"";"";"Small molecule";"";"468.58";"2";"2";"3.77";"110.15";"9";"2";"0";"4";"N";"0.30";"10.63";"3.15";"2.65";"2.65";"2";"MOL";"-1";"33";"8";"3";"0";"468.1831";"-0.26";"NEUTRAL";"C24H28N4O4S";"CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/O)C(C)CS4)c(N)cc2c1=O";"ZKTKMLUFRVNTMP-XTCLZLMSSA-N"
"CHEMBL2325882";"";"";"Small molecule";"";"349.43";"1";"2";"4.26";"38.77";"4";"0";"0";"6";"N";"0.73";"None";"None";"4.22";"4.22";"2";"MOL";"-1";"26";"4";"0";"0";"349.1678";"-0.18";"NEUTRAL";"C22H23NO3";"CCOC(=O)C1=CN(Cc2ccccc2)C=CC1c1ccc(OC)cc1";"VTUUPGVAMKWCIK-UHFFFAOYSA-N"
"CHEMBL1811926";"ESULATIN K";"Esulatin K";"Small molecule";"";"762.81";"4";"8";"4.48";"200.65";"15";"0";"2";"8";"N";"0.21";"None";"3.54";"3.45";"3.45";"2";"MOL";"-1";"55";"15";"0";"2";"762.3000";"2.04";"NEUTRAL";"C40H46N2O13";"C=C1[C@H](OC(C)=O)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3cccnc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O";"JNESAYNUYICKCH-WVMGMPMTSA-N"
"CHEMBL258669";"";"";"Small molecule";"";"271.36";"5";"6";"1.72";"32.70";"3";"1";"0";"0";"Y";"0.78";"None";"9.46";"1.71";"-0.34";"1";"MOL";"-1";"20";"3";"1";"0";"271.1572";"2.00";"BASE";"C17H21NO2";"CN1CC[C@]23c4c5cccc4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5";"OJHQLDQVBAFNJM-ZWRJDUBHSA-N"
"CHEMBL1253372";"";"";"Small molecule";"";"625.81";"4";"12";"5.98";"115.43";"8";"2";"2";"14";"N";"0.15";"None";"6.27";"5.69";"5.66";"2";"MOL";"-1";"45";"10";"2";"2";"625.3727";"-0.20";"NEUTRAL";"C35H51N3O7";"CC(C)(C)OC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC[C@@H]1C[C@@H](OCc2ccccc2)CN1C(=O)OC(C)(C)C";"PTVBRWZQHJAIAX-JBOQNHBVSA-N"
"CHEMBL313311";"";"";"Small molecule";"";"375.52";"1";"1";"5.64";"41.15";"3";"1";"1";"9";"N";"0.49";"13.25";"5.48";"5.58";"5.57";"3";"MOL";"-1";"28";"4";"1";"1";"375.2311";"-0.58";"NEUTRAL";"C24H29N3O";"CCOC/C=C/c1ccc(-c2nc(-c3ccc(N(CC)CC)cc3)c[nH]2)cc1";"XSYFPBJRWJWGQD-BQYQJAHWSA-N"
"CHEMBL374861";"";"";"Small molecule";"";"368.48";"1";"1";"2.76";"53.01";"5";"1";"0";"7";"N";"0.76";"None";"6.76";"3.01";"2.92";"2";"MOL";"-1";"27";"5";"1";"0";"368.2100";"-1.34";"NEUTRAL";"C22H28N2O3";"CC(=O)c1cccc(OCC(O)CN2CCN(c3ccccc3C)CC2)c1";"CHFFKXISONCMED-UHFFFAOYSA-N"
"CHEMBL3612164";"";"";"Small molecule";"";"512.03";"3";"4";"3.00";"72.80";"7";"1";"1";"7";"N";"0.53";"11.00";"9.81";"4.20";"2.06";"3";"MOL";"-1";"35";"7";"1";"1";"511.1333";"-1.01";"BASE";"C26H26ClN3O4S";"CCN(CC)CCCn1c(=O)/c(=C/c2ccc3c(c2)OCO3)s/c1=C1\C(=O)Nc2ccc(Cl)cc21";"UYILUSSVEGEAPA-VHGBMHOZSA-N"
"CHEMBL3809167";"";"";"Small molecule";"";"411.46";"3";"9";"5.29";"73.34";"6";"1";"1";"7";"N";"0.33";"None";"4.00";"5.06";"5.06";"4";"MOL";"-1";"31";"6";"1";"1";"411.1583";"-0.65";"NEUTRAL";"C25H21N3O3";"COc1ccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)cc1OC";"YRPMJULDYABSPQ-NTUHNPAUSA-N"
"CHEMBL3612144";"";"";"Small molecule";"";"495.58";"3";"4";"2.49";"72.80";"7";"1";"0";"7";"N";"0.55";"10.72";"9.78";"3.70";"1.60";"3";"MOL";"-1";"35";"7";"1";"0";"495.1628";"-1.03";"BASE";"C26H26FN3O4S";"CCN(CC)CCCn1c(=O)/c(=C/c2ccc3c(c2)OCO3)s/c1=C1/C(=O)Nc2cc(F)ccc21";"DDDJPWZCSIFLHF-CIMHSGBFSA-N"
"CHEMBL1641872";"";"";"Small molecule";"";"442.73";"57";"61";"7.14";"40.46";"2";"2";"1";"4";"N";"0.45";"None";"None";"6.28";"6.28";"0";"MOL";"-1";"32";"2";"2";"1";"442.3811";"3.40";"NEUTRAL";"C30H50O2";"C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C";"JSPGKOBNHWTKNT-CPGXJQKCSA-N"
"CHEMBL2074838";"Atemoyacin-B";"Atemoyacin-B";"Small molecule";"";"594.87";"1";"2";"7.08";"105.45";"7";"3";"2";"23";"N";"0.09";"13.39";"None";"7.79";"7.79";"0";"MOL";"-1";"42";"7";"3";"2";"594.4496";"1.87";"NEUTRAL";"C35H62O7";"CCCCCC(O)CCCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCC3=CC(C)OC3=O)O2)O1";"FHAJQHKTDUHPCJ-UHFFFAOYSA-N"
"CHEMBL387052";"";"";"Small molecule";"";"319.40";"6";"10";"4.45";"31.35";"3";"0";"0";"7";"N";"0.64";"None";"3.78";"4.78";"4.78";"3";"MOL";"-1";"24";"3";"0";"0";"319.1572";"-1.00";"NEUTRAL";"C21H21NO2";"COc1cccc(CCc2ccccc2OCc2ccccn2)c1";"SVQZVYLEABSIDJ-UHFFFAOYSA-N"
